,index,timePeriod,processedText
15461,2325,1900-01-01,proportion lay subject minor variation suitable application colony cavalry lieu infantry commission entertain
15462,8463,1900-01-01,far good wait real remedy apply mere quack remedy present bill absolutely opposite effect reform desire
15463,7131,1900-01-01,address question law officer ho get satisfactory answer
15464,1653,1900-01-01,east essex behalf
15465,7827,1900-01-01,exempt duty th february date th instant die visit time constabulary medical attendant
15466,3118,1900-01-01,scottish system object england therefore presume peace attain introduce scottish system country
15467,1730,1900-01-01,head man woman child country
15468,2542,1900-01-01,suggest get difficulty purchase company
15469,3557,1900-01-01,late particular possession show february native recruit british central africa proceed transvaal year succumb disease
15470,7905,1900-01-01,inform
15471,2256,1900-01-01,somebody else expense
15472,7145,1900-01-01,atkinson balfour reply first paragraph affirmative
15473,116,1900-01-01,leave child nurse oblige housekeeper someone reside time young person anxious probably marry man keep
15474,2560,1900-01-01,would deny considerable number party belong avail advantage offer queen college trinity college royal university
15475,5133,1900-01-01,night
15476,1311,1900-01-01,defy
15477,8040,1900-01-01,less crime less doctor discharge desertion waste round therefore attract best men permanently hope get best value money
15478,6051,1900-01-01,act require model order enter discussion new legislation
15479,556,1900-01-01,reason reticence pass away time comewhen necessary show country show universal consent everybody anything redvers buller gainer loser suppression
15480,1385,1900-01-01,whole matter
15481,86,1900-01-01,chairman way mean emmott oldham give notice intention move standing order line leave first line insert e even view opposition propose amendment standing order intend proceed session leave next year
15482,9302,1900-01-01,great deadly impediment find state affair expiration lease landlord permit evict solvent town tenant give compensation permanent loss business
15483,9658,1900-01-01,course function nearly purely judicial function decide matter special act parliament
15484,1169,1900-01-01,principle depart regard ireland
15485,2476,1900-01-01,loom make necessary alteration
15486,21,1900-01-01,outside area square mile population rateable value
15487,6701,1900-01-01,chief secretary make excuse
15488,2786,1900-01-01,secretary state war brodrick surrey guildford understand ask
15489,7297,1900-01-01,fact become artificial expensive altogether surprise present budget put end vast amount called legitimate sport country
15490,9825,1900-01-01,withdraw
15491,84,1900-01-01,result principal also appear collected research national physical laboratory volume issue library third volume course preparation
15492,2859,1900-01-01,happy state thing lordship aware come end
15493,668,1900-01-01,want exhume bone old controversy hop bury
15494,4011,1900-01-01,make appeal noble viscount
15495,7493,1900-01-01,analogy settlement america civil war allude already favourite analogy least government secretary lieutenant ireland
15496,2259,1900-01-01,regard announcement gazette day appointment garrison chaplain edinburgh want know emolument
15497,5500,1900-01-01,ireland
15498,9858,1900-01-01,secretary war last week really nothing add reply read
15499,4831,1900-01-01,vast majority isolated individual open gate pull gate wall pass secretly often nightfall possibility obtain evidence proceeding take government heaven
15500,1101,1900-01-01,census ireland
15501,4835,1900-01-01,fourthly necessary new boundary bill boundary bill well know experience
15502,5012,1900-01-01,forget ask put crime act force answer wont
15503,3341,1900-01-01,surely chief secretary see way course time open question
15504,1275,1900-01-01,secretary scotland sinclair forfarshire difficult form estimate present expense far fishery board concern considerable
15505,3259,1900-01-01,good man head look well consul staff cousin system appointment
15506,4047,1900-01-01,
15507,3265,1900-01-01,gallant press amendment
15508,2831,1900-01-01,new scheme prove successful work
15509,9569,1900-01-01,cry tell bill
15510,4429,1900-01-01,working class know nothing bill
15511,677,1900-01-01,master elibank secretary state unable modify previous reply subject occasion remind order release state prisoner judgment report submit india general situation admit
15512,8086,1900-01-01,large number englishman especially colony take deep interest imperial affair utterly independent party know english nobleman
15513,3211,1900-01-01,wish form constitution permit prime minister night felt word see lordship desire operate government extend system small holding country prepare press amendment far tell really hinder weaken proper operation measure
15514,8118,1900-01-01,
15515,5420,1900-01-01,doubt belief grow
15516,4646,1900-01-01,elect ready admit
15517,1237,1900-01-01,wretched tenant de freyne estate ditch see happen tenant dillon estate
15518,3099,1900-01-01,always observe desire complete case colonial secretary confront colleague chief prime minister tell prime minister always anxious desirous peace peace preserve honour
15519,9634,1900-01-01,south antrim deal question heap cost poor tenant lawyer responsible
15520,2702,1900-01-01,beg put question standing name paper
15521,6153,1900-01-01,propose take evidence
15522,1519,1900-01-01,mean find save much pay away increase pay soldier reduction total number men
15523,7466,1900-01-01,publican england scotland ireland
15524,7114,1900-01-01,
15525,1454,1900-01-01,richard webster many method
15526,7705,1900-01-01,answer simple
